annotator subject1 verb1 object1 subject2 verb2 object2 score
participant138 patient need treatment programme offer support 1
participant138 force win battle commodity meet requirement 3
participant138 member attend conference group hold meeting 3
participant138 team win match people play game 6
participant138 company provide system government use power 2
participant138 medication achieve result man lift hand 2
participant138 gentleman close eye father stretch arm 1
participant138 programme face difficulty parent set example 1
participant138 girl like people woman ask man 1
participant138 author write book writer read word 1
participant138 case require attention customer pay price 1
participant138 man wave hand employee leave company 1
participant138 woman drink water doctor use test 2
participant138 people share interest authority exercise influence 3
participant138 service provide help product satisfy demand 6
participant143 pupil use knowledge company provide system 4
participant143 superpower fight war team win match 3
participant143 programme offer support road cross line 2
participant143 wife pour tea study emphasise need 1
participant143 product satisfy demand commodity meet requirement 6
participant143 page provide datum student reach level 2
participant143 route follow road parent set example 3
participant143 delegate buy land agent sell property 4
participant143 report stress importance company cut cost 2
participant143 woman ask man father stretch arm 1
participant143 charity help people panel discuss issue 4
participant143 question raise head paper address question 1
participant143 medication achieve result drug produce effect 7
participant143 committee consider matter study pose problem 1
participant143 worker join party employee leave company 3
participant143 man shut door gentleman close eye 2
participant143 plan increase number design reduce amount 3
participant143 user send message family receive letter 3
participant143 force win battle people play game 3
participant143 member attend conference people share interest 2
participant143 writer read word people remember name 2
participant143 company suffer loss firm cause injury 2
participant143 doctor use test physician pass time 3
participant143 mother leave house school encourage child 1
participant143 project present problem programme face difficulty 2
participant143 customer pay price graduate begin career 1
participant143 student acquire skill family buy home 1
participant143 girl like people survey collect information 1
participant143 government use power authority exercise influence 5
participant143 group hold meeting man lift hand 1
participant143 author write book man hear word 2
participant143 case require attention patient need treatment 6
participant143 man wave hand employee start work 1
participant143 member express view pupil achieve end 3
participant143 woman drink water system use method 1
participant143 service provide help researcher develop technique 2
participant144 pupil use knowledge company provide system 3
participant144 superpower fight war team win match 2
participant144 programme offer support road cross line 3
participant144 wife pour tea study emphasise need 2
participant144 author write book man hear word 3
participant144 member express view pupil achieve end 3
participant144 route follow road parent set example 5
participant144 delegate buy land agent sell property 4
participant144 report stress importance company cut cost 3
participant144 woman ask man father stretch arm 2
participant144 charity help people panel discuss issue 3
participant144 question raise head paper address question 3
participant144 medication achieve result drug produce effect 4
participant144 committee consider matter study pose problem 5
participant144 worker join party employee leave company 2
participant144 man shut door gentleman close eye 2
participant144 plan increase number design reduce amount 2
participant144 user send message family receive letter 2
participant144 force win battle people play game 3
participant144 member attend conference people share interest 4
participant144 writer read word people remember name 4
participant144 company suffer loss firm cause injury 2
participant144 doctor use test physician pass time 2
participant144 mother leave house school encourage child 3
participant144 project present problem programme face difficulty 3
participant144 customer pay price graduate begin career 2
participant144 student acquire skill family buy home 3
participant144 girl like people survey collect information 2
participant144 government use power authority exercise influence 7
participant144 group hold meeting man lift hand 3
participant144 product satisfy demand commodity meet requirement 6
participant144 case require attention patient need treatment 7
participant144 man wave hand employee start work 3
participant144 page provide datum student reach level 4
participant144 woman drink water system use method 2
participant144 service provide help researcher develop technique 4
participant145 pupil use knowledge student acquire skill 5
participant145 superpower fight war plan increase number 1
participant145 researcher develop technique system use method 6
participant145 pupil achieve end student reach level 5
participant145 people remember name physician pass time 2
participant145 wife pour tea worker join party 5
participant145 paper address question study pose problem 7
participant145 family receive letter survey collect information 2
participant145 member express view company suffer loss 4
participant145 employee start work graduate begin career 7
participant145 delegate buy land mother leave house 1
participant145 panel discuss issue project present problem 7
participant145 report stress importance study emphasise need 6
participant145 agent sell property family buy home 4
participant145 charity help people school encourage child 6
participant145 design reduce amount company cut cost 7
participant145 firm cause injury question raise head 2
participant145 man shut door page provide datum 1
participant145 road cross line route follow road 6
participant145 drug produce effect committee consider matter 6
participant145 user send message man hear word 2
participant145 patient need treatment programme offer support 3
participant145 force win battle commodity meet requirement 2
participant145 member attend conference group hold meeting 5
participant145 team win match people play game 5
participant145 company provide system government use power 6
participant145 medication achieve result man lift hand 2
participant145 gentleman close eye father stretch arm 5
participant145 programme face difficulty parent set example 4
participant145 girl like people woman ask man 2
participant145 author write book writer read word 7
participant145 case require attention customer pay price 5
participant145 man wave hand employee leave company 2
participant145 woman drink water doctor use test 1
participant145 people share interest authority exercise influence 5
participant145 service provide help product satisfy demand 6
participant147 pupil use knowledge authority exercise influence 2
participant147 superpower fight war force win battle 3
participant147 programme offer support service provide help 4
participant147 researcher develop technique government use power 2
participant147 pupil achieve end gentleman close eye 2
participant147 commodity meet requirement charity help people 2
participant147 wife pour tea woman drink water 2
participant147 product satisfy demand study emphasise need 1
participant147 paper address question project present problem 3
participant147 report stress importance firm cause injury 1
participant147 agent sell property group hold meeting 1
participant147 medication achieve result student reach level 5
participant147 committee consider matter panel discuss issue 3
participant147 school encourage child employee leave company 1
participant147 man shut door route follow road 1
participant147 drug produce effect employee start work 2
participant147 parent set example company provide system 3
participant147 graduate begin career company suffer loss 1
participant147 patient need treatment system use method 2
participant147 study pose problem programme face difficulty 2
participant147 woman ask man user send message 1
participant147 member attend conference case require attention 2
participant147 writer read word family receive letter 2
participant147 survey collect information page provide datum 2
participant147 team win match design reduce amount 1
participant147 physician pass time road cross line 1
participant147 man hear word people remember name 2
participant147 mother leave house family buy home 2
participant147 customer pay price company cut cost 1
participant147 student acquire skill doctor use test 2
participant147 man lift hand question raise head 2
participant147 girl like people plan increase number 1
participant147 author write book delegate buy land 1
participant147 people play game worker join party 2
participant147 father stretch arm man wave hand 2
participant147 people share interest member express view 3
participant151 pupil use knowledge authority exercise influence 5
participant151 superpower fight war force win battle 7
participant151 programme offer support service provide help 7
participant151 researcher develop technique government use power 3
participant151 pupil achieve end gentleman close eye 1
participant151 commodity meet requirement charity help people 1
participant151 wife pour tea woman drink water 1
participant151 author write book delegate buy land 1
participant151 paper address question project present problem 6
participant151 report stress importance firm cause injury 1
participant151 agent sell property group hold meeting 1
participant151 medication achieve result student reach level 5
participant151 committee consider matter panel discuss issue 5
participant151 school encourage child employee leave company 1
participant151 man shut door route follow road 1
participant151 drug produce effect employee start work 3
participant151 parent set example company provide system 3
participant151 graduate begin career company suffer loss 1
participant151 patient need treatment system use method 1
participant151 study pose problem programme face difficulty 2
participant151 woman ask man user send message 1
participant151 member attend conference case require attention 1
participant151 writer read word family receive letter 2
participant151 survey collect information page provide datum 3
participant151 team win match design reduce amount 1
participant151 physician pass time road cross line 1
participant151 man hear word people remember name 3
participant151 mother leave house family buy home 3
participant151 customer pay price company cut cost 1
participant151 student acquire skill doctor use test 1
participant151 man lift hand question raise head 4
participant151 girl like people plan increase number 2
participant151 product satisfy demand study emphasise need 2
participant151 people play game worker join party 2
participant151 father stretch arm man wave hand 4
participant151 people share interest member express view 5
participant153 pupil use knowledge student acquire skill 5
participant153 superpower fight war plan increase number 1
participant153 researcher develop technique system use method 5
participant153 pupil achieve end student reach level 6
participant153 people remember name physician pass time 2
participant153 wife pour tea worker join party 3
participant153 paper address question study pose problem 2
participant153 family receive letter survey collect information 4
participant153 member express view company suffer loss 2
participant153 employee start work graduate begin career 5
participant153 delegate buy land mother leave house 2
participant153 panel discuss issue project present problem 5
participant153 report stress importance study emphasise need 7
participant153 agent sell property family buy home 4
participant153 charity help people school encourage child 7
participant153 design reduce amount company cut cost 7
participant153 firm cause injury question raise head 3
participant153 man shut door page provide datum 1
participant153 road cross line route follow road 4
participant153 drug produce effect committee consider matter 2
participant153 user send message man hear word 2
participant153 patient need treatment programme offer support 2
participant153 force win battle commodity meet requirement 4
participant153 member attend conference group hold meeting 2
participant153 team win match people play game 5
participant153 company provide system government use power 1
participant153 medication achieve result man lift hand 1
participant153 gentleman close eye father stretch arm 1
participant153 programme face difficulty parent set example 5
participant153 girl like people woman ask man 1
participant153 author write book writer read word 1
participant153 case require attention customer pay price 2
participant153 man wave hand employee leave company 3
participant153 woman drink water doctor use test 2
participant153 people share interest authority exercise influence 3
participant153 service provide help product satisfy demand 6
participant159 pupil use knowledge student acquire skill 4
participant159 superpower fight war plan increase number 4
participant159 researcher develop technique system use method 4
participant159 pupil achieve end student reach level 5
participant159 people remember name physician pass time 1
participant159 wife pour tea worker join party 2
participant159 paper address question study pose problem 6
participant159 family receive letter survey collect information 4
participant159 member express view company suffer loss 2
participant159 employee start work graduate begin career 6
participant159 delegate buy land mother leave house 2
participant159 panel discuss issue project present problem 3
participant159 report stress importance study emphasise need 7
participant159 agent sell property family buy home 1
participant159 charity help people school encourage child 4
participant159 design reduce amount company cut cost 6
participant159 firm cause injury question raise head 2
participant159 man shut door page provide datum 1
participant159 road cross line route follow road 2
participant159 drug produce effect committee consider matter 1
participant159 user send message man hear word 2
participant159 patient need treatment programme offer support 2
participant159 force win battle commodity meet requirement 4
participant159 member attend conference group hold meeting 2
participant159 team win match people play game 4
participant159 company provide system government use power 2
participant159 medication achieve result man lift hand 2
participant159 gentleman close eye father stretch arm 1
participant159 programme face difficulty parent set example 5
participant159 girl like people woman ask man 2
participant159 author write book writer read word 1
participant159 case require attention customer pay price 2
participant159 man wave hand employee leave company 1
participant159 woman drink water doctor use test 3
participant159 people share interest authority exercise influence 5
participant159 service provide help product satisfy demand 4
participant161 pupil use knowledge company provide system 1
participant161 superpower fight war team win match 4
participant161 programme offer support road cross line 1
participant161 wife pour tea study emphasise need 1
participant161 author write book man hear word 1
participant161 page provide datum student reach level 1
participant161 route follow road parent set example 2
participant161 delegate buy land agent sell property 1
participant161 report stress importance company cut cost 1
participant161 woman ask man father stretch arm 1
participant161 charity help people panel discuss issue 1
participant161 question raise head paper address question 1
participant161 customer pay price graduate begin career 1
participant161 committee consider matter study pose problem 1
participant161 worker join party employee leave company 1
participant161 man shut door gentleman close eye 1
participant161 plan increase number design reduce amount 1
participant161 user send message family receive letter 1
participant161 force win battle people play game 2
participant161 member attend conference people share interest 1
participant161 writer read word people remember name 1
participant161 company suffer loss firm cause injury 1
participant161 doctor use test physician pass time 1
participant161 mother leave house school encourage child 1
participant161 project present problem programme face difficulty 2
participant161 medication achieve result drug produce effect 2
participant161 student acquire skill family buy home 1
participant161 girl like people survey collect information 1
participant161 government use power authority exercise influence 4
participant161 group hold meeting man lift hand 1
participant161 product satisfy demand commodity meet requirement 5
participant161 case require attention patient need treatment 3
participant161 man wave hand employee start work 2
participant161 member express view pupil achieve end 1
participant161 woman drink water system use method 2
participant161 service provide help researcher develop technique 2
